"statelist_2015","statelist_2005","ListingStatus","tessCode","tessURL","nsNationalStatus","nsStatusLastReviewed","scientificname","taxonomicauthorityid","commonname","taxonomicgroup","taxonomicrank","matchmethod","scientificnames_submitted"
"Alabama,Georgia,Mississippi,Tennessee","Alabama,Georgia,Mississippi,Tennessee","Endangered","F036","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F036","Imperiled","2005-06-03","Pleurobema decisum","https://services.itis.gov/?q=tsn:80097","southern clubshell","Mollusks","Species","Fuzzy Match","Pleurobema chattanoogaense, Pleurobema decisum, Pleruobema decisum"
"Florida","Florida","Under Review in the Candidate or Petition Process","K07N","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K07N","Critically Imperiled","2002-08-21","Procambarus delicatus","https://services.itis.gov/?q=tsn:97600","bigcheek cave crayfish","Crustaceans","Species","Exact Match","Procambarus delicatus"
"Alaska,Arkansas,Idaho,Illinois,Indiana,Iowa,Kentucky,Michigan,Minnesota,Nebraska,Ohio,Oklahoma,Oregon,South Dakota,Wyoming","Arkansas,Idaho,Illinois,Indiana,Iowa,Kentucky,Michigan,Minnesota,Missouri,Montana,Nebraska,Oklahoma,South Dakota,Washington,Wisconsin,Wyoming","Resolved Taxon","B08W","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B08W","Apparently Secure (breeding), Apparently Secure (non-breeding)","1997-01-05","Cygnus buccinator","https://services.itis.gov/?q=tsn:174992","Trumpeter Swan","Birds","Species","Exact Match","Cygnus buccinator, Cygnus buccinator "
"Alabama,Georgia,Kentucky,Maryland,Pennsylvania,South Carolina,Virginia,West Virginia","Alabama,Georgia,Kentucky,North Carolina,Pennsylvania,South Carolina,Virginia,West Virginia","Status Undefined","A0HD","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A0HD","Apparently Secure","2000-02-29","Sylvilagus obscurus","https://services.itis.gov/?q=tsn:552514","Appalachian Cottontail","Mammals","Species","Exact Match","Sylvilagus obscurus"
"Georgia,South Carolina","Georgia","Under Review in the Candidate or Petition Process","F018","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F018","Imperiled","2005-07-11","Alasmidonta arcula","https://services.itis.gov/?q=tsn:79921","Altamaha arcmussel","Mollusks","Species","Exact Match","Alasmidonta arcula, Alasmidonta  arcula"
"California,Colorado,Delaware,Florida,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Maine,Michigan,Minnesota,Nebraska,Nevada,New Jersey,New York,North Dakota,Ohio,Pennsylvania,South Dakota,Texas,Vermont,Wisconsin,Wyoming","California,Delaware,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Maine,Maryland,Michigan,Minnesota,Missouri,Montana,Nebraska,Nevada,New Jersey,New York,North Dakota,Ohio,Pennsylvania,South Dakota,Vermont,Wisconsin,Wyoming","Species of Concern","B09F","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B09F","Apparently Secure (breeding)","1997-01-05","Chlidonias niger","https://services.itis.gov/?q=tsn:176959","Black Tern","Birds","Species","Followed Accepted TSN","Chlidonias niger (surinamensis), Chlidonias niger, Childonias niger"
"Georgia,Tennessee","Georgia,Tennessee","Resolved Taxon","E073","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E073","Vulnerable","2004-12-24","Hybopsis lineapunctata","https://services.itis.gov/?q=tsn:163484","lined chub","Fish","Species","Exact Match","Hybopsis lineapunctata"
"Georgia,Louisiana,Missouri,South Carolina","Georgia,Missouri","Endangered","Q2CO","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2CO","Vulnerable","2015-10-29","Lindera melissifolia","https://services.itis.gov/?q=tsn:194910","pondberry","Plants","Species","Exact Match","Lindera melissifolia, Lindera melissifolia                                    "
"Alabama","Alabama","Species of Concern","G06B","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G06B","Critically Imperiled","2012-04-12","Elimia varians","https://services.itis.gov/?q=tsn:71845","puzzle elimia","Mollusks","Species","Exact Match","Elimia varians"
"Alabama,California,Delaware,Florida,Georgia,Louisiana,Maryland,Mississippi,New Jersey,New York,North Carolina,South Carolina,Virginia","California,Delaware,Florida,Georgia,Louisiana,Maryland,Mississippi,New Jersey,New York,North Carolina,South Carolina,Texas,Virgin Islands,Virginia","Species of Concern","B0JV","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0JV","Apparently Secure (breeding), Apparently Secure (non-breeding)","1997-03-19","Gelochelidon nilotica","https://services.itis.gov/?q=tsn:176882","Gull-billed Tern","Birds","Species","Exact Match","Sterna nilotica, Gelochelidon nilotica"
"Florida","","Species of Concern","I0AJ","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0AJ","Unranked","Unknown","Nemopalpus nearcticus","https://services.itis.gov/?q=tsn:125390","Sugarfoot Moth Fly","Insects","Species","Exact Match","Nemopalpus nearcticus"
"Alabama","Alabama,Georgia,Tennessee","Endangered","F037","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F037","Critically Imperiled","1997-10-17","Ptychobranchus greenii","https://services.itis.gov/?q=tsn:80159","triangular kidneyshell","Mollusks","Species","Fuzzy Match","Ptychobranchus greenii, Ptychobranchus greeni"
"Texas","","Resolved Taxon","Q1F4","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1F4","Vulnerable","Unknown","Perityle lindheimeri var. halimifolia","https://services.itis.gov/?q=tsn:529527","Lindheimer's rockdaisy","Plants","Variety","Exact Match","Perityle lindheimeri var. halimifolia"
"Arizona,Colorado,Nebraska,Nevada,North Dakota,Oklahoma","California,Colorado,Nebraska,North Dakota,Oklahoma,Texas,Washington","Species of Concern","B0ER","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0ER","Secure (breeding), Secure (non-breeding)","1997-01-05","Falco mexicanus","https://services.itis.gov/?q=tsn:175603","Prairie Falcon","Birds","Species","Exact Match","Falco mexicanus , Falco mexicanus"
"Florida","Florida","Under Review in the Candidate or Petition Process","C07X","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=C07X","Secure","1997-01-09","Pseudemys nelsoni","https://services.itis.gov/?q=tsn:173813","Florida Red-bellied Cooter","Reptiles","Species","Exact Match","Pseudemys nelsoni , Pseudemys nelsoni"
"Arkansas","Arkansas","Species of Concern","I0LM","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0LM","Unranked","Unknown","Rhadine ozarkensis","https://services.itis.gov/?q=tsn:932495","Ground Beetle","Insects","Species","Exact Match","Rhadine ozarkensis"
"Tennessee","Tennessee","Species of Concern","G080","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G080","Critically Imperiled","1999-09-14","Somatogyrus tennesseensis","https://services.itis.gov/?q=tsn:70578","opaque pebblesnail","Mollusks","Species","Exact Match","Somatogyrus tennesseensis"
"Alabama","Alabama","Under Review in the Candidate or Petition Process","E0D0","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E0D0","Imperiled","2000-02-04","Percina brevicauda","https://services.itis.gov/?q=tsn:553385","coal darter","Fish","Species","Exact Match","Percina brevicauda, Percina brevicauda "
"Florida","Florida","Threatened","K02F","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K02F","Critically Imperiled","2002-08-21","Palaemonetes cummingi","https://services.itis.gov/?q=tsn:96404","Florida cave shrimp","Crustaceans","Species","Exact Match","Palaemonetes cummingi"
"South Carolina","","Endangered","Q2B7","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2B7","Vulnerable","2004-03-16","Helianthus schweinitzii","https://services.itis.gov/?q=tsn:36686","Schweinitz's sunflower","Plants","Species","Exact Match","Helianthus schweinitzii"
"Alabama,Arkansas,Connecticut,Delaware,District of Columbia,Georgia,Illinois,Indiana,Kentucky,Maine,Maryland,Massachusetts,Missouri,New Hampshire,New Jersey,New York,North Carolina,Oklahoma,Pennsylvania,Rhode Island,South Carolina,Tennessee,Vermont,Virginia,West Virginia","Arkansas,Connecticut,Delaware,District of Columbia,Georgia,Kentucky,Maine,Maryland,Massachusetts,Missouri,New Hampshire,New Jersey,New York,North Carolina,Oklahoma,Pennsylvania,Rhode Island,South Carolina,Tennessee,Vermont,Virginia,West Virginia","Species of Concern","A0H5","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A0H5","Vulnerable","2014-06-09","Myotis leibii","https://services.itis.gov/?q=tsn:179999","small-footed myotis","Mammals","Species","Exact Match","Myotis lebii, Myotis leibii"
"Alabama,Tennessee","Alabama,Illinois,Missouri","Species of Concern","G06W","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G06W","Vulnerable","2005-07-01","Pleurocera alveare","https://services.itis.gov/?q=tsn:71551","rugged hornsnail","Mollusks","Species","Exact Match","Pleurocera alveare"
"Florida","Florida","Threatened","P000","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=P000","Unranked","Unknown","Acropora cervicornis","https://services.itis.gov/?q=tsn:52862","Staghorn Coral","Other Invertebrates","Species","Exact Match","Acropora cervicornis"
"North Carolina,South Carolina","North Carolina,South Carolina","Species of Concern","F049","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F049","Imperiled","1998-12-01","Villosa vaughaniana","https://services.itis.gov/?q=tsn:80220","Carolina creekshell","Mollusks","Species","Exact Match","Villosa vaugniana, Villosa vaughaniana"
"Florida","","Species of Concern","I0D6","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0D6","Unranked","Unknown","Peltotrupes youngi","https://services.itis.gov/?q=tsn:929876","Ocala burrowing scarab","Insects","Species","Exact Match","Peltotrupes youngi"
"Florida","Florida","Under Review in the Candidate or Petition Process","K076","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K076","Imperiled","1996-02-19","Procambarus apalachicolae","https://services.itis.gov/?q=tsn:97501","coastal flatwoods crayfish","Crustaceans","Species","Exact Match","Procambarus apalachicolae"
"Alabama,Kentucky,Ohio,Tennessee","Alabama,Kentucky,Tennessee","Endangered","F00S","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00S","Critically Imperiled","1997-10-07","Obovaria retusa","https://services.itis.gov/?q=tsn:80175","golf stick pearly mussel","Mollusks","Species","Exact Match","Obovaria retusa, Obovaria retusa "
"Texas","","Resolved Taxon","Q179","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q179","Vulnerable","Unknown","Matelea edwardsensis","https://services.itis.gov/?q=tsn:30372","plateau milkvine","Plants","Species","Exact Match","Matelea edwardsensis"
"Texas","","Species of Concern","Q1GA","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1GA","Imperiled","Unknown","Philadelphus ernestii","https://services.itis.gov/?q=tsn:24423","canyon mockorange","Plants","Species","Exact Match","Philadelphus ernestii"
"Alabama,Florida","Florida","Under Review in the Candidate or Petition Process","C07V","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=C07V","Imperiled","1996-10-21","Graptemys ernsti","https://services.itis.gov/?q=tsn:551768","Escambia Map Turtle","Reptiles","Species","Exact Match","Graptemys ernsti, Graptemys ernsti "
"South Carolina","","Species of Concern","Q2EQ","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2EQ","Vulnerable","Unknown","Parnassia caroliniana","https://services.itis.gov/?q=tsn:24207","Carolina grass of Parnassus","Plants","Species","Exact Match","Parnassia caroliniana"
"Arizona,California,Nevada,Texas","California,Nevada,Texas","Species of Concern","A0H8","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A0H8","Apparently Secure","1996-09-05","Myotis velifer","https://services.itis.gov/?q=tsn:180003","cave myotis","Mammals","Species","Exact Match","Myotis velifer"
"Texas","Texas","Resolved Taxon","I0UP","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0UP","Critically Imperiled","1998-09-30","Apodemia chisosensis","https://services.itis.gov/?q=tsn:777960","Chisos metalmark","Insects","Species","Exact Match","Apodemia chisosensis"
"South Carolina","","Threatened","Q217","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q217","Critically Imperiled","Unknown","Ribes echinellum","https://services.itis.gov/?q=tsn:24464","Miccosukee gooseberry","Plants","Species","Exact Match","Ribes echinellum"
"Florida,Georgia","Florida,Georgia","Candidate","D02P","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=D02P","Imperiled","1996-11-05","Notophthalmus perstriatus","https://services.itis.gov/?q=tsn:173618","Striped Newt","Amphibians","Species","Exact Match","Notophthalmus perstriatus, Notophthalmus perstriatus "
"Alabama","Alabama","Threatened","E05B","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E05B","Critically Imperiled","1996-12-05","Elassoma alabamae","https://services.itis.gov/?q=tsn:202001","spring pygmy sunfish","Fish","Species","Exact Match","Elassoma alabamae"
"Florida","Florida","Endangered","A0AA","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A0AA","Critically Imperiled","2000-10-26","Sylvilagus palustris hefneri","https://services.itis.gov/?q=tsn:202349","Lower Keys marsh rabbit","Mammals","Subspecies","Exact Match","Sylvilagus palustris hefneri"
"Alaska,California,Hawaii,Oregon,Texas,Washington","Alaska,American Samoa,Guam,Hawaii,Puerto Rico,Texas,Washington","Endangered","A0IL","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A0IL","Apparently Secure","1996-09-05","Orcinus orca","https://services.itis.gov/?q=tsn:180469","Killer Whale","Mammals","Species","Exact Match","Orcinus orca"
"Florida","","Resolved Taxon","A09H","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A09H","Vulnerable","1997-01-09","Sorex longirostris eionis","https://services.itis.gov/?q=tsn:933470","Homossassa shrew","Mammals","Subspecies","Exact Match","Sorex longirostris eionis"
"Texas","","Resolved Taxon","Q178","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q178","Vulnerable","Unknown","Matelea brevicoronata","https://services.itis.gov/?q=tsn:30368","shortcrown milkvine","Plants","Species","Exact Match","Matelea brevicoronata"
"Arkansas,Oklahoma","Arkansas,Oklahoma","Species of Concern","E06S","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E06S","Vulnerable","2012-04-27","Lythrurus snelsoni","https://services.itis.gov/?q=tsn:163859","Ouachita shiner","Fish","Species","Exact Match","Lythurus snelsoni, Lythrurus snelsoni"
"Florida","Florida","Under Review in the Candidate or Petition Process","C040","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=C040","Critically Imperiled","1996-10-05","Diadophis punctatus acricus","https://services.itis.gov/?q=tsn:209168","Key Ringneck Snake","Reptiles","Subspecies","Exact Match","Diadophis punctatus acricus"
"Georgia,Tennessee","Georgia,Tennessee","Endangered","E05H","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E05H","Critically Imperiled","1996-12-05","Percina jenkinsi","https://services.itis.gov/?q=tsn:168502","Conasauga logperch","Fish","Species","Exact Match","Percina jenkinsi"
"Connecticut,Michigan,Virginia","Connecticut,Michigan,Missouri,Virginia","Species of Concern","I0CO","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0CO","Unranked","Unknown","Lordithon niger","https://www.sciencebase.gov/catalog/file/get/56d720ece4b015c306f442d5?f=__disk__4f%2F17%2F79%2F4f177961623ebb82cc1084ca05f4d2d4ecbae7cd","Black lordithon rove beetle","Other","Undetermined","Historic Match","Lordithon niger"
"Texas","","Endangered","Q2XW","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2XW","Critically Imperiled","Unknown","Ayenia limitaris","https://services.itis.gov/?q=tsn:21571","Texas ayenia","Plants","Species","Exact Match","Ayenia limitaris"
"Alabama,Mississippi","Alabama,Mississippi","Under Review in the Candidate or Petition Process","K068","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K068","Vulnerable","1996-02-19","Cambarellus lesliei","https://services.itis.gov/?q=tsn:97621","Angular Dwarf Crayfish","Crustaceans","Species","Exact Match","Cambarellus lesliei"
"Georgia,South Carolina","Georgia","Species of Concern","Q2QS","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2QS","Vulnerable","Unknown","Rhexia aristosa","https://services.itis.gov/?q=tsn:27688","awned meadowbeauty","Plants","Species","Exact Match","Rhexia aristosa"
"Tennessee","Tennessee","Under Review in the Candidate or Petition Process","G019","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G019","Imperiled","1999-09-14","Lithasia duttoniana","https://services.itis.gov/?q=tsn:71881","helmet rocksnail","Mollusks","Species","Exact Match","Lithasia duttoniana"
"Texas","","Resolved Taxon","I0ED","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0ED","Critically Imperiled","2003-10-06","Taeniopteryx starki","https://services.itis.gov/?q=tsn:102802","Texas willowfly","Insects","Species","Exact Match","Taeniopteryx starki "
"Alaska,Oregon,Texas","Alaska,Arizona,Idaho,Oregon","Species of Concern","A0IO","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A0IO","Secure","1996-09-05","Myotis californicus","https://services.itis.gov/?q=tsn:179991","California myotis","Mammals","Species","Exact Match","Myotis californicus"
"Tennessee","","Endangered","Q2QK","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2QK","Critically Imperiled","Unknown","Pityopsis ruthii","https://services.itis.gov/?q=tsn:196342","Ruth's goldaster","Plants","Species","Exact Match","Pityopsis ruthii"
"South Carolina","","Under Review in the Candidate or Petition Process","Q0MM","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q0MM","Vulnerable","Unknown","Dionaea muscipula","https://services.itis.gov/?q=tsn:22008","Venus fly trap","Plants","Species","Exact Match","Dionaea muscipula"
"Texas","","Resolved Taxon","Q1NW","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1NW","Vulnerable","Unknown","Selenia jonesii","https://services.itis.gov/?q=tsn:23301","Jones' selenia","Plants","Species","Exact Match","Selenia jonesii"
"Texas","","Species of Concern","Q023","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q023","Imperiled","Unknown","Echeandia chandleri","https://services.itis.gov/?q=tsn:502197","Chandler's craglily","Plants","Species","Exact Match","Echeandia chandleri"
"Mississippi","Mississippi","Threatened","E01S","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E01S","Critically Imperiled","1996-12-05","Etheostoma rubrum","https://services.itis.gov/?q=tsn:168427","bayou darter","Fish","Species","Exact Match","Etheostoma rubrum"
"Virginia","Virginia","Under Review in the Candidate or Petition Process","I0KA","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0KA","Critically Imperiled","2002-08-21","Pseudanophthalmus praetermissus","https://services.itis.gov/?q=tsn:932020","overlooked cave beetle","Insects","Species","Exact Match","Pseudanophthalmus praetermissus"
"Georgia,South Carolina","","Under Review in the Candidate or Petition Process","Q3PE","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q3PE","Imperiled","2015-09-28","Ludwigia spathulata","https://services.itis.gov/?q=tsn:27363","spoon primrose-willow","Plants","Species","Exact Match","Ludwigia spathulata"
"Kentucky","","Species of Concern","K02B","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K02B","Critically Imperiled","2002-08-21","Caecidotea barri","https://services.itis.gov/?q=tsn:92722","Clifton Cave isopod","Crustaceans","Species","Exact Match","Caecidotea barri"
"Texas","","Resolved Taxon","Q3LD","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q3LD","Critically Imperiled","2004-03-30","Arida mattturneri","https://services.itis.gov/?q=tsn:780192","Matt Turner's aster","Plants","Species","Exact Match","Arida mattturneri"
"Texas","","Species of Concern","Q0HA","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q0HA","Imperiled","Unknown","Escobaria hesteri","https://services.itis.gov/?q=tsn:502449","Hester's cory cactus","Plants","Species","Exact Match","Escobaria hesteri"
"Florida","Florida","Under Review in the Candidate or Petition Process","C04N","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=C04N","Vulnerable","1996-10-05","Sceloporus woodi","https://services.itis.gov/?q=tsn:173882","Florida Scrub Lizard","Reptiles","Species","Exact Match","Sceloporus woodi, Sceloporus woodi "
"Florida","","Under Review in the Candidate or Petition Process","I0WM","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0WM","Unranked","Unknown","Euphyes dukesi calhouni","https://services.itis.gov/?q=tsn:707462","Calhoun's Skipper","Insects","Subspecies","Exact Match","Euphyes dukesi calhouni"
"Alaska,California,Delaware,Hawaii,Maine,Maryland,Massachusetts,New Hampshire,New Jersey,New York,North Carolina,Rhode Island,Texas,Virginia,Washington","Alaska,Delaware,Hawaii,Louisiana,Maine,Maryland,Massachusetts,New Jersey,New York,Puerto Rico,Rhode Island,Texas","Endangered","A02O","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A02O","Imperiled","1997-02-19","Balaenoptera physalus","https://services.itis.gov/?q=tsn:180527","Fin Whale","Mammals","Species","Fuzzy Match","Balaenoptera physalus, Balaenoptera physalus, pop. 2, Balaneoptera physalus"
"Florida","","Under Review in the Candidate or Petition Process","B0AS","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0AS","Unranked (non-breeding)","2003-10-03","Pterodroma hasitata","https://services.itis.gov/?q=tsn:174567","Black-capped Petrel","Birds","Species","Exact Match","Pterodroma hasitata"
"Tennessee","Tennessee","Species of Concern","I0JY","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0JY","Critically Imperiled","2002-08-21","Pseudanophthalmus nortoni","https://services.itis.gov/?q=tsn:932011","Norton's cave beetle","Insects","Species","Exact Match","Pseudanophthalmus nortoni"
"New Mexico,Oklahoma","New Mexico","Resolved Taxon","K01Q","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K01Q","Apparently Secure","2008-09-08","Orconectes deanae","https://services.itis.gov/?q=tsn:97435","Conchas crayfish","Crustaceans","Species","Exact Match","Orconectes deanae"
"Alabama,Georgia,North Carolina,Tennessee,Virginia","Alabama,Georgia,North Carolina,Tennessee,Virginia","Threatened","E012","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E012","Imperiled","1996-12-05","Erimonax monachus","https://services.itis.gov/?q=tsn:689041","spotfin chub","Fish","Species","Fuzzy Match","Cyprinella monacha, Erimonax monachus, Erimonax monacha"
"Texas","","Resolved Taxon","Q1P4","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1P4","Imperiled","2016-06-22","Silene plankii","https://services.itis.gov/?q=tsn:20105","Plank's catchfly","Plants","Species","Exact Match","Silene plankii"
"Alabama,Alaska,Arkansas,Colorado,Connecticut,Delaware,District of Columbia,Georgia,Idaho,Indiana,Iowa,Kansas,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Nebraska,Nevada,New Hampshire,New Jersey,New York,North Carolina,North Dakota,Ohio,Pennsylvania,Rhode Island,South Carolina,Tennessee,Texas,Utah,Vermont,Virginia,West Virginia,Wisconsin,Wyoming","Alabama,Alaska,California,Connecticut,Indiana,Kansas,Mississippi,Nevada,Ohio,Rhode Island,Vermont,Wyoming","Species of Concern","A0JF","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A0JF","Vulnerable","2012-07-23","Myotis lucifugus","https://services.itis.gov/?q=tsn:179988","little brown bat","Mammals","Species","Fuzzy Match","Myotis lucifigus, Myotis lucifugus, Myotis lucifrugus"
"Florida","","Species of Concern","I073","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I073","Critically Imperiled","2009-05-11","Mixogaster delongi","https://services.itis.gov/?q=tsn:139682","Delong's Mixogaster Flower Fly","Insects","Species","Exact Match","Mixogaster delongi"
"Arkansas","Arkansas","Species of Concern","K032","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K032","Imperiled","1999-11-03","Fallicambarus jeanae","https://services.itis.gov/?q=tsn:97612","Daisy Burrowing Crayfish","Crustaceans","Species","Exact Match","Fallicambarus jeanae"
"Georgia,Tennessee","","Under Review in the Candidate or Petition Process","E0CV","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E0CV","Imperiled","2008-02-12","Percina kusha","http://www.marinespecies.org/rest/AphiaRecordByAphiaID/1008726","Bridled Darter","Fish","Species","Exact Match","Percina kusha"
"Mississippi","Mississippi","Under Review in the Candidate or Petition Process","K031","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=K031","Imperiled","1996-02-19","Procambarus lylei","https://services.itis.gov/?q=tsn:650377","shutispear crayfish","Crustaceans","Species","Exact Match","Procambarus lylei"
"Texas","","Resolved Taxon","Q08B","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q08B","Critically Imperiled","Unknown","Batesimalva violacea","https://services.itis.gov/?q=tsn:192298","purple gay-mallow","Plants","Species","Exact Match","Batesimalva violacea"
"Texas","","Resolved Taxon","Q2W4","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q2W4","Critically Imperiled","Unknown","Scutellaria laevis","https://services.itis.gov/?q=tsn:32802","smooth-stem skullcap","Plants","Species","Exact Match","Scutellaria laevis"
"Alabama","Alabama","Threatened","C01Y","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=C01Y","Imperiled","1996-10-05","Sternotherus depressus","https://services.itis.gov/?q=tsn:173760","Flattened Musk Turtle","Reptiles","Species","Exact Match","Sternotherus depressus"
"Arizona,California,Connecticut,Delaware,District of Columbia,Illinois,Maryland,Missouri,New Jersey,New York,Ohio,Pennsylvania,Rhode Island,South Carolina,Tennessee,Virginia,West Virginia,Wisconsin","California,Connecticut,Delaware,Illinois,Iowa,Michigan,Nebraska,New Jersey,New York,Ohio,Oregon,Rhode Island,Virginia","Species of Concern","B0ET","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0ET","Secure (breeding)","1997-03-19","Icteria virens","https://services.itis.gov/?q=tsn:178964","Yellow-breasted Chat","Birds","Species","Exact Match","Icteria virens , Icteria virens"
"Texas","Texas","Endangered","I0RF","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0RF","Critically Imperiled","2009-05-08","Rhadine exilis","https://services.itis.gov/?q=tsn:932481","A cave obligate beetle","Insects","Species","Exact Match","Rhadine exilis"
"Georgia,South Carolina,Tennessee","Georgia","Endangered","U001","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=U001","Vulnerable","Unknown","Gymnoderma lineare","https://services.itis.gov/?q=tsn:189994","Rocky Gnome Lichen","Other","Species","Exact Match","Gymnoderma lineare"
"Florida","Florida","Species of Concern","G020","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=G020","Critically Imperiled","2003-06-18","Aphaostracon xynoelictum","https://services.itis.gov/?q=tsn:70632","Fenney Spring hydrobe","Mollusks","Species","Exact Match","Aphaostracon xynoelictum"
"Tennessee","","Species of Concern","Q1PA","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q1PA","Vulnerable","2015-06-18","Silphium brachiatum","https://services.itis.gov/?q=tsn:38393","Cumberland rosinweed","Plants","Species","Exact Match","Silphium brachiatum"
"Texas","","Resolved Taxon","Q3LF","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q3LF","Unranked","Unknown","Echeandia texensis","https://services.itis.gov/?q=tsn:810186","Texas craglily","Plants","Species","Exact Match","Echeandia texensis"
"Texas","","Endangered","Q24E","https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=Q24E","Imperiled","Unknown","Abronia macrocarpa","https://services.itis.gov/?q=tsn:19561","large-fruited sand-verbena","Plants","Species","Exact Match","Abronia macrocarpa"
